Title,Year,Movie_Hits,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,budget,revenue,runtime,tagline,Revenue-Budget Ratio,Revenue-Runtime Ratio,tagline_compound,tagline_neutral,tagline_negative,tagline_positive,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,Rating,overview,overview_positive,overview_negative,overview_neutral,overview_compound,overview_processes,Personal Growth Drama,Group Conflict,Mission-Driven Thriller,Small-Town Heroism
Red Tails,2012,8.0,64,0,0,0,1,58000000.0,50365377.0,125.0,High-Octane Action and Daring Dogfights!,0.8683685689655173,402923.016,0.4199,0.589,0.0,0.411,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,PG-13,"The story of the Tuskegee Airmen, the first African-American pilots to fly in a combat squadron during World War II.",0.0,0.27,0.73,-0.743,the story of the tuskegee airmen the first african-american pilots to fly in a combat squadron during world war ii,0.9387604594230652,0.019878871738910675,0.02063816785812378,0.02072245627641678
Redemption,2019,24.0,49,1,0,1,0,25000000.0,28341469.0,142.0,Fear can hold you prisoner. Hope can set you free.,1.13365876,199587.8098591549,-0.128,0.317,0.354,0.328,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",0.138,0.224,0.637,-0.8316,imprisoned in the 1940s for the double murder of his wife and her lover upstanding banker andy dufresne begins a new life at the shawshank prison where he puts his accounting skills to work for an amoral warden during his long stretch in prison dufresne comes to be admired by the other inmates -- including an older prisoner named red -- for his integrity and unquenchable sense of hope,0.9776753187179565,0.0,0.0,0.0
Reefer Madness: The Movie Musical,2006,5.0,63,0,0,1,0,25000000.0,8972.0,108.0,The Feel Good Event of the Year!,0.00035888,83.07407407407408,0.4926,0.653,0.0,0.347,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,R,"From an ominous Lecturer, a small 1930s middle American community learns of the Harper Affair, in which young Jimmy Harper finds his life of promise turn into a life of debauchery and murder thanks to the new drug menace marijuana. Along the way, he receives help from his girlfriend Mary and Jesus Himself, but always finds himself in the arms of the Reefer Man and the rest of the denizens of the Reefer Den.",0.07,0.085,0.845,-0.296,from an ominous lecturer a small 1930s middle american community learns of the harper affair in which young jimmy harper finds his life of promise turn into a life of debauchery and murder thanks to the new drug menace marijuana along the way he receives help from his girlfriend mary and jesus himself but always finds himself in the arms of the reefer man and the rest of the denizens of the reefer den,0.0,0.0,0.9782871603965759,0.0
Regression,2015,1.0,64,0,0,1,0,20000000.0,17671101.0,106.0,Fear always finds its victim,0.88355505,166708.5,-0.6486,0.361,0.639,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,R,"Minnesota, 1990. Detective Bruce Kenner investigates the case of young Angela, who accuses her father, John Gray, of an unspeakable crime. When John unexpectedly and without recollection admits guilt, renowned psychologist Dr. Raines is brought in to help him relive his memories and what they discover unmasks a horrifying nationwide mystery.",0.075,0.191,0.733,-0.789,minnesota 1990 detective bruce kenner investigates the case of young angela who accuses her father john gray of an unspeakable crime when john unexpectedly and without recollection admits guilt renowned psychologist dr raines is brought in to help him relive his memories and what they discover unmasks a horrifying nationwide mystery,0.0,0.0,0.9757738709449768,0.0
Reign of Fire,2002,16.0,72,0,0,1,0,60000000.0,82150183.0,101.0,They're extremely intelligent. Highly evolved. And they don't like sharing the planet.,1.3691697166666668,813368.1485148515,-0.0384,0.538,0.265,0.197,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PG-13,"In post-apocalyptic England, an American volunteer and a British survivor team up to fight off a brood of fire-breathing dragons seeking to return to global dominance after centuries of rest underground. The Brit -- leading a clan of survivors to hunt down the King of the Dragons -- has much at stake: His mother was killed by a dragon, but his love is still alive.",0.172,0.063,0.765,0.8316,in post-apocalyptic england an american volunteer and a british survivor team up to fight off a brood of fire-breathing dragons seeking to return to global dominance after centuries of rest underground the brit -- leading a clan of survivors to hunt down the king of the dragons -- has much at stake: his mother was killed by a dragon but his love is still alive,0.9778958559036255,0.0,0.0,0.0
Remember Me,2010,64.0,74,1,0,0,0,16000000.0,56000000.0,113.0,Live in the moments.,3.5,495575.2212389381,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,"Still reeling from a heartbreaking family event and his parents' subsequent divorce, Tyler Hawkins discovers a fresh lease on life when he meets Ally Craig, a gregarious beauty who witnessed her mother's death. But as the couple draws closer, the fallout from their separate tragedies jeopardizes their love.",0.172,0.145,0.682,0.3716,still reeling from a heartbreaking family event and his parents' subsequent divorce tyler hawkins discovers a fresh lease on life when he meets ally craig a gregarious beauty who witnessed her mother's death but as the couple draws closer the fallout from their separate tragedies jeopardizes their love,0.0,0.0,0.0,0.9726514220237732
Remember the Titans,2000,12.0,79,0,0,0,1,30000000.0,136700000.0,113.0,History is written by the winners.,4.556666666666667,1209734.5132743362,0.4767,0.617,0.0,0.383,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PG,"After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into champions.",0.174,0.07,0.756,0.7906,after leading his football team to 15 winning seasons coach bill yoast is demoted and replaced by herman boone – tough opinionated and as different from the beloved yoast as he could be the two men learn to overcome their differences and turn a group of hostile young men into champions,0.0,0.0,0.0,0.9727090001106262
Reno 911!: Miami,2007,4.0,64,0,1,0,0,10000000.0,20342161.0,83.0,"In a time of crisis, America will call Reno 911!",2.0342161,245086.2771084337,-0.6588,0.646,0.354,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,A rag-tag team of Reno cops are called in to save the day after a terrorist attack disrupts a national police convention in Miami Beach during spring break. Based on the Comedy Central series.,0.141,0.193,0.667,-0.4767,a rag-tag team of reno cops are called in to save the day after a terrorist attack disrupts a national police convention in miami beach during spring break based on the comedy central series,0.964954137802124,0.011725707910954952,0.011616162955760956,0.01170398574322462
Rent,2005,0.0,71,0,0,1,0,40000000.0,31670620.0,135.0,No day but today.,0.7917655,234597.1851851852,-0.1531,0.652,0.348,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,"This rock opera tells the story of one year in the life of a group of bohemians struggling in late 1980s East Village, New York, USA. The film centers around Mark and Roger, two roommates. While a  tragedy has made Roger numb to new experiences, Mark begins capturing their world through his attempts to make a personal movie. In the year that follows, they and their friends deal with love, loss, and working together.",0.087,0.141,0.772,-0.5574,this rock opera tells the story of one year in the life of a group of bohemians struggling in late 1980s east village new york usa the film centers around mark and roger two roommates while a  tragedy has made roger numb to new experiences mark begins capturing their world through his attempts to make a personal movie in the year that follows they and their friends deal with love loss and working together,0.0,0.0,0.45613667368888855,0.53072589635849
Replicant,2001,0.0,58,0,0,1,0,17000000.0,894844.0,100.0,"A ruthless killer... to destroy him, they had to create him.",0.0526378823529411,8948.44,-0.34,0.588,0.257,0.154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,R,"Scientists create a genetic clone of a serial killer in order to help catch the killer, teaming up with two cops.",0.169,0.303,0.528,-0.7003,scientists create a genetic clone of a serial killer in order to help catch the killer teaming up with two cops,0.018815109506249428,0.019306078553199768,0.41058996319770813,0.5512888431549072
Repo! The Genetic Opera,2008,7.0,66,0,0,1,0,8500000.0,198883.0,98.0,Not Your Parent’s Opera,0.023398,2029.4183673469388,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,R,"By the year 2056, an epidemic of organ failures has devastated the planet. The megacorporation GeneCo provides organ transplants on a payment plan - and those who can’t fulfill their plans have their organs repossessed. In the midst of this, a sickly teenager discovers a shocking secret about herself, her father, and their connection to GeneCo.",0.048,0.16,0.792,-0.7783,by the year 2056 an epidemic of organ failures has devastated the planet the megacorporation geneco provides organ transplants on a payment plan - and those who can’t fulfill their plans have their organs repossessed in the midst of this a sickly teenager discovers a shocking secret about herself her father and their connection to geneco,0.0,0.9707125425338745,0.0,0.010026349686086178
Resident Evil,2002,14.0,77,0,0,1,0,33000000.0,102984862.0,100.0,A secret experiment. A deadly virus. A fatal mistake.,3.120753393939394,1029848.62,-0.7096,0.404,0.596,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,R,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak.",0.0,0.119,0.881,-0.6808,when a virus leaks from a top-secret facility turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell the government sends in an elite military task force to contain the outbreak,0.011288496665656567,0.011058185249567032,0.9668207168579102,0.010832581669092178
Resident Evil: Afterlife,2010,10.0,71,1,1,0,0,60000000.0,300228084.0,97.0,Experience a new dimension of evil,5.0038014,3095134.8865979384,-0.6597,0.476,0.524,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,R,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.",0.184,0.065,0.751,0.9136,in a world ravaged by a virus infection turning its victims into the undead alice continues on her journey to find survivors and lead them to safety her deadly battle with the umbrella corporation reaches new heights but alice gets some unexpected help from an old friend a new lead that promises a safe haven from the undead takes them to los angeles but when they arrive the city is overrun by thousands of undead - and alice and her comrades are about to step into a deadly trap,0.0,0.0,0.1780792772769928,0.8096811175346375
Resident Evil: Apocalypse,2004,1.0,74,0,1,1,0,45000000.0,129342769.0,94.0,The evil continues...,2.874283755555556,1375986.9042553192,-0.6597,0.312,0.688,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,R,"As the city is locked down under quarantine, Alice finds out that the people that died from the previous incident at the Umbrella Corporation have turned into zombies. She then joins a small band of elite soldiers, who are enlisted to rescue the missing daughter of the creator of the mutating T-virus.  Once lack of luck and resources happen, they begin to wage an exhilarating battle to survive and escape before the Umbrella Corporation erases its experiment from the face of the earth.",0.112,0.112,0.776,-0.0,as the city is locked down under quarantine alice finds out that the people that died from the previous incident at the umbrella corporation have turned into zombies she then joins a small band of elite soldiers who are enlisted to rescue the missing daughter of the creator of the mutating t-virus  once lack of luck and resources happen they begin to wage an exhilarating battle to survive and escape before the umbrella corporation erases its experiment from the face of the earth,0.0,0.504167914390564,0.0,0.48303505778312683
Resident Evil: Extinction,2007,7.0,73,1,1,0,0,45000000.0,147717833.0,94.0,All bets are off,3.282618511111111,1571466.3085106383,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,R,"Years after the Racoon City catastrophe, survivors travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against hordes of zombies and the evil Umbrella Corp.",0.063,0.258,0.679,-0.8625,years after the racoon city catastrophe survivors travel across the nevada desert hoping to make it to alaska alice joins the caravan and their fight against hordes of zombies and the evil umbrella corp,0.011713678948581219,0.011862488463521004,0.011939287185668945,0.9644845724105835
Return to Never Land,2002,43.0,61,0,0,0,1,20000000.0,109862682.0,72.0,The Classic Continues,5.4931341,1525870.5833333333,0.0,1.0,0.0,0.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,G,"In 1940, the world is besieged by World War II. Wendy, all grown up, has two children; including Jane, who does not believe Wendy's stories about Peter Pan.",0.0,0.126,0.874,-0.5994,in 1940 the world is besieged by world war ii wendy all grown up has two children; including jane who does not believe wendy's stories about peter pan,0.6734759211540222,0.017345868051052094,0.29177749156951904,0.017400721088051796
Return to Oz,1985,13.0,66,0,0,0,1,25000000.0,11137801.0,109.0,An all-new adventure down the yellow brick road.,0.44551204,102181.66055045872,0.3182,0.753,0.0,0.247,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,PG,"Dorothy, saved from a psychiatric experiment by a mysterious girl, finds herself back in the land of her dreams, and makes delightful new friends, and dangerous new enemies.",0.32,0.163,0.517,0.7269,dorothy saved from a psychiatric experiment by a mysterious girl finds herself back in the land of her dreams and makes delightful new friends and dangerous new enemies,0.01655782386660576,0.01637018471956253,0.9507703185081482,0.016301685944199562
Revolutionary Road,2008,18.0,77,0,1,1,0,35000000.0,76000000.0,119.0,How do you break free without breaking apart?,2.171428571428572,638655.462184874,0.5106,0.68,0.0,0.32,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,R,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children. Based on a novel by Richard Yates.,0.065,0.142,0.793,-0.4019,a young couple living in a connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children based on a novel by richard yates,0.014071566984057426,0.01384566631168127,0.0138452909886837,0.9582374095916748
Riding in Cars with Boys,2001,25.0,67,0,0,1,0,48000000.0,35700000.0,132.0,"She did everything wrong, but got everything right.",0.74375,270454.54545454547,-0.2617,0.773,0.227,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,"In 1965, a young woman with dreams of becoming a writer has a son at the age of 15 and struggles to make things work with the drug-addicted father.",0.092,0.086,0.822,0.0516,in 1965 a young woman with dreams of becoming a writer has a son at the age of 15 and struggles to make things work with the drug-addicted father,0.9431537389755249,0.01869315281510353,0.01895674131810665,0.019196417182683945
Rio,2011,40.0,77,0,0,0,1,90000000.0,483866772.0,96.0,1 out of every 8 Americans is afraid of flying. Most of them don't have feathers.,5.376297466666666,5040278.875,0.0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,G,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.",0.243,0.076,0.681,0.9473,captured by smugglers when he was just a hatchling a macaw named blu never learned to fly and lives a happily domesticated life in minnesota with his human friend linda blu is thought to be the last of his kind but when word comes that jewel a lone female lives in rio de janeiro blu and linda go to meet her animal smugglers kidnap blu and jewel but the pair soon escape and begin a perilous adventure back to freedom -- and linda,0.0,0.0,0.983548104763031,0.0
Ri¢hie Ri¢h,1994,0.0,65,0,1,0,0,40000000.0,38087756.0,95.0,"Five buddies, one butler, and a dog on adventure so big... even the world's richest kid can't afford to miss it.",0.9521939,400923.74736842106,0.7306,0.704,0.0,0.296,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PG,"Billionaire heir Richie Rich has it all, including Reggie Jackson as a batting coach and Claudia Schiffer as a personal trainer -- but no playmates. What's more, scoundrel Laurence Van Dough is scheming to take over the family empire. Uh-oh! Enter faithful butler Cadbury to save the day.",0.193,0.05,0.756,0.8378,billionaire heir richie rich has it all including reggie jackson as a batting coach and claudia schiffer as a personal trainer -- but no playmates what's more scoundrel laurence van dough is scheming to take over the family empire uh-oh enter faithful butler cadbury to save the day,0.0,0.9733585715293884,0.0,0.0
Road to Perdition,2002,34.0,81,1,0,0,0,80000000.0,181001478.0,117.0,Pray for Michael Sullivan.,2.262518475,1547021.1794871795,0.3182,0.566,0.0,0.434,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,R,"Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him.",0.048,0.214,0.738,-0.9001,mike sullivan works as a hit man for crime boss john rooney sullivan views rooney as a father figure however after his son is witness to a killing mike sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him,0.0,0.0,0.9732145667076111,0.0
RoboCop,1987,17.0,80,0,1,0,0,13000000.0,53424681.0,102.0,"Part man, part machine, all cop.",4.109590846153846,523771.3823529412,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,R,"In a violent, near-apocalyptic Detroit, evil corporation Omni Consumer Products wins a contract from the city government to privatize the police force. To test their crime-eradicating cyborgs, the company leads street cop Alex Murphy into an armed confrontation with crime lord Boddicker so they can use his body to support their untested RoboCop prototype. But when RoboCop learns of the company's nefarious plans, he turns on his masters.",0.057,0.124,0.819,-0.5927,in a violent near-apocalyptic detroit evil corporation omni consumer products wins a contract from the city government to privatize the police force to test their crime-eradicating cyborgs the company leads street cop alex murphy into an armed confrontation with crime lord boddicker so they can use his body to support their untested robocop prototype but when robocop learns of the company's nefarious plans he turns on his masters,0.0,0.9823768734931946,0.0,0.0
RoboCop 3,1993,3.0,60,0,1,0,0,22000000.0,10696210.0,105.0,He's back. Back on line. Back on duty.,0.4861913636363636,101868.66666666669,0.0,1.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,PG-13,"The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, RoboCop must decide where his loyalties lie.",0.056,0.193,0.752,-0.891,the mega corporation omni consumer products is still bent on creating their pet project delta city to replace the rotting city of detroit unfortunately the inhabitants of the area have no intention of abandoning their homes simply for desires of the company to this end ocp have decided to force them to leave by employing a ruthless mercenary army to attack and harass them an underground resistance begins and in this fight robocop must decide where his loyalties lie,0.0,0.9830185770988464,0.0,0.0
Robot & Frank,2012,20.0,73,0,1,1,0,2500000.0,3325038.0,89.0,Friendship doesn't have an off switch,1.3300152,37359.97752808989,0.4404,0.633,0.0,0.367,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,PG-13,"Curmudgeonly old Frank lives by himself. His routine involves daily visits to his local library, where he has a twinkle in his eye for the librarian. His grown children are concerned about their father’s well-being and buy him a caretaker robot. Initially resistant to the idea, Frank soon appreciates the benefits of robotic support – like nutritious meals and a clean house – and eventually begins to treat his robot like a true companion. With his robot’s assistance, Frank’s passion for his old, unlawful profession is reignited, for better or worse.",0.264,0.03,0.706,0.9705,curmudgeonly old frank lives by himself his routine involves daily visits to his local library where he has a twinkle in his eye for the librarian his grown children are concerned about their father’s well-being and buy him a caretaker robot initially resistant to the idea frank soon appreciates the benefits of robotic support – like nutritious meals and a clean house – and eventually begins to treat his robot like a true companion with his robot’s assistance frank’s passion for his old unlawful profession is reignited for better or worse,0.03256756067276001,0.0,0.9576085209846497,0.0
Rock the Kasbah,2015,4.0,58,1,0,0,0,15000000.0,3020664.0,100.0,Opportunity rocks where you least expect it.,0.2013776,30206.64,0.4215,0.682,0.0,0.318,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,R,"A washed-up music producer finds one last shot at redemption with a golden-voiced young girl in Afghanistan. However, when jealousy gets the better of a disgruntled ex-boyfriend, he decides to oppose the young star with talent of his own.",0.139,0.056,0.805,0.5267,a washed-up music producer finds one last shot at redemption with a golden-voiced young girl in afghanistan however when jealousy gets the better of a disgruntled ex-boyfriend he decides to oppose the young star with talent of his own,0.9657747745513916,0.011473271064460278,0.011454148218035698,0.011297781951725483
Rocketman,2019,23.0,79,0,1,0,0,40000000.0,167300000.0,121.0,Based on a true fantasy,4.1825,1382644.6280991735,0.4215,0.517,0.0,0.483,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,R,"The story of Elton John's life, from his years as a prodigy at the Royal Academy of Music through his influential and enduring musical partnership with Bernie Taupin.",0.1,0.0,0.9,0.4404,the story of elton john's life from his years as a prodigy at the royal academy of music through his influential and enduring musical partnership with bernie taupin,0.9471098780632019,0.017869338393211365,0.017728211358189583,0.01729252003133297
Rogue One: A Star Wars Story,2016,150.0,85,0,0,0,1,200000000.0,1056057273.0,133.0,Empires are built on fear. Rebellions are built on hope.,5.280286365,7940280.2481203005,-0.34,0.461,0.349,0.191,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PG-13,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,0.103,0.294,0.603,-0.6597,a rogue band of resistance fighters unite for a mission to steal the death star plans and bring a new hope to the galaxy,0.018784010782837868,0.943820595741272,0.01865827850997448,0.01873718574643135
Roma,2018,27.0,94,1,0,0,0,15000000.0,1140769.0,135.0,There are periods in history that scar societies and moments in life that transform us as individuals.,0.0760512666666666,8450.14074074074,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,"In 1970s Mexico City, two domestic workers help a mother of four while her husband is away for an extended period of time.",0.114,0.0,0.886,0.4019,in 1970s mexico city two domestic workers help a mother of four while her husband is away for an extended period of time,0.01887945644557476,0.9426447153091431,0.019208945333957672,0.019266905263066292
Romeo + Juliet,1996,19.0,76,0,1,0,0,14500000.0,147298761.0,120.0,My only love sprung from my only hate.,10.15853524137931,1227489.675,0.128,0.432,0.266,0.302,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,"In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains.",0.076,0.124,0.8,-0.3818,in director baz luhrmann's contemporary take on william shakespeare's classic tragedy the montagues and capulets have moved their ongoing feud to the sweltering suburb of verona beach where romeo and juliet fall in love and secretly wed though the film is visually modern the bard's dialogue remains,0.16173318028450012,0.4044997990131378,0.0,0.4256052076816559
Rookie of the Year,1993,4.0,66,0,1,0,0,31000000.0,56500758.0,103.0,The Chicago Cubs needed a miracle... They got Henry Rowengartner.,1.8226050967741936,548551.0485436893,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PG,"12-year-old Henry Rowengartner, whose late father was a minor league baseball player, grew up dreaming of playing baseball, despite his physical shortcomings. After Henry's arm is broken while trying to catch a baseball at school, the tendon in that arm heals too tightly, allowing Henry to throw pitches that are as fast as 103 mph. Henry is spotted at nearby Wrigley Field by Larry ""Fish"" Fisher, the general manager of the struggling Chicago Cubs, after Henry throws an opponent's home-run ball all the way from the outfield bleachers back to the catcher, and it seems that Henry may be the pitcher that team owner Bob Carson has been praying for.",0.038,0.052,0.911,-0.3818,"12-year-old henry rowengartner whose late father was a minor league baseball player grew up dreaming of playing baseball despite his physical shortcomings after henry's arm is broken while trying to catch a baseball at school the tendon in that arm heals too tightly allowing henry to throw pitches that are as fast as 103 mph henry is spotted at nearby wrigley field by larry ""fish"" fisher the general manager of the struggling chicago cubs after henry throws an opponent's home-run ball all the way from the outfield bleachers back to the catcher and it seems that henry may be the pitcher that team owner bob carson has been praying for",0.0,0.0,0.9884892702102661,0.0
Rowdy Rathore,2012,1.0,56,1,0,0,0,6700000.0,31000000.0,143.0,Faulad ki Aulaad,4.626865671641791,216783.2167832168,0.0,1.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,"A small-time thug comes across a young girl who claims him to be her father, following which he realizes he has a lookalike who's being hunted by goons.",0.0,0.0,1.0,0.0,a small-time thug comes across a young girl who claims him to be her father following which he realizes he has a lookalike who's being hunted by goons,0.019307728856801987,0.01888548582792282,0.9428779482841492,0.018928855657577515
Royal Wedding,1951,0.0,59,0,0,1,0,1700000.0,3900000.0,93.0,"A story of a famed singing, dancing, brother and sister team!",2.294117647058824,41935.48387096774,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Unknown,A brother and sister dance act encounter challenges and romance when booked in London during the Royal Wedding.,0.246,0.0,0.754,0.5994,a brother and sister dance act encounter challenges and romance when booked in london during the royal wedding,0.4545412063598633,0.021916167810559273,0.022550664842128754,0.500991940498352
Rudderless,2014,2.0,66,0,0,1,0,5000000.0,58293.0,105.0,The way back begins with a single chord.,0.0116586,555.1714285714286,0.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,R,"A grieving father in a downward spiral stumbles across a box of his recently deceased son's demo tapes and lyrics. Shocked by the discovery of this unknown talent, he forms a band in the hope of finding some catharsis.",0.135,0.132,0.733,0.0258,a grieving father in a downward spiral stumbles across a box of his recently deceased son's demo tapes and lyrics shocked by the discovery of this unknown talent he forms a band in the hope of finding some catharsis,0.011400837451219559,0.9658140540122986,0.011329294182360172,0.011455808766186237
Rudy,1993,8.0,74,0,0,1,0,12000000.0,22800000.0,114.0,"It's not the size of the dog in the fight, It's the size of the fight in the dog.",1.9,200000.0,-0.6369,0.766,0.234,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,PG,"Rudy grew up in a steel mill town where most people ended up working, but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low, his athletic skills were poor, and he was only half the size of the other players. But he had the drive and the spirit of 5 people and has set his sights upon joining the team.",0.066,0.127,0.807,-0.6966,rudy grew up in a steel mill town where most people ended up working but wanted to play football at notre dame instead there were only a couple of problems his grades were a little low his athletic skills were poor and he was only half the size of the other players but he had the drive and the spirit of 5 people and has set his sights upon joining the team,0.0,0.0,0.0,0.9768292903900146
Rugrats in Paris: The Movie,2000,72.0,63,1,0,0,0,30000000.0,103291131.0,79.0,France never had a chance!,3.4430377,1307482.670886076,-0.2575,0.596,0.404,0.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,G,"A group of rambunctious toddlers travel a trip to Paris. As they journey from the Eiffel Tower to Notre Dame, they learn new lessons about trust, loyalty and love.",0.314,0.0,0.686,0.9001,a group of rambunctious toddlers travel a trip to paris as they journey from the eiffel tower to notre dame they learn new lessons about trust loyalty and love,0.015368685126304626,0.015339205972850323,0.015418177470564842,0.9538739323616028
Rules of Engagement,2000,11.0,67,0,1,0,0,60000000.0,71000000.0,128.0,A hero should never have to stand alone.,1.1833333333333331,554687.5,0.3818,0.472,0.189,0.34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,R,A Marine Colonel is brought to court-martial after ordering his men to fire on demonstrators surrounding the American embassy in Yemen.,0.0,0.112,0.888,-0.34,a marine colonel is brought to court-martial after ordering his men to fire on demonstrators surrounding the american embassy in yemen,0.018530210480093956,0.018419016152620316,0.9445911645889282,0.01845959573984146
Run,2020,192.0,74,0,1,0,0,1700000.0,5184368.0,90.0,You can't escape a mother's love.,3.0496282352941178,57604.08888888889,-0.5975,0.38,0.62,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,PG-13,"Chloe, a teenager who is confined to a wheelchair, is homeschooled by her mother, Diane. Chloe soon becomes suspicious of her mother and begins to suspect that she may be harboring a dark secret.",0.0,0.139,0.861,-0.5719,chloe a teenager who is confined to a wheelchair is homeschooled by her mother diane chloe soon becomes suspicious of her mother and begins to suspect that she may be harboring a dark secret,0.01432969979941845,0.957780122756958,0.014063330367207527,0.013826795853674412
