Title,Year,Movie_Hits,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,budget,revenue,runtime,tagline,Revenue-Budget Ratio,Revenue-Runtime Ratio,compound,neutral,negative,positive,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,Rating,title,tmdb_id,overview,status
The Guilt Trip,2012,11.0,65,0,1,0,0,40000000.0,41863726.0,95.0,Get ready for one mother of a road trip.,1.04659315,440670.8,0.3612,0.737,0.0,0.263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,The Guilt Trip,82687,An inventor and his mom hit the road together so he can sell his latest invention.,success
The Handmaiden,2016,13.0,81,0,0,1,0,8575000.0,38600000.0,145.0,Never did they expect to get into a controversial relationship...,4.501457725947522,266206.8965517241,-0.2023,0.816,0.184,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,R,The Handmaiden,290098,"1930s Korea, in the period of Japanese occupation, a new girl, Sookee, is hired as a handmaiden to a Japanese heiress, Hideko, who lives a secluded life on a large countryside estate with her domineering Uncle Kouzuki. But the maid has a secret. She is a pickpocket recruited by a swindler posing as a Japanese Count to help him seduce the Lady to steal her fortune.",success
The Happytime Murders,2018,5.0,64,1,0,0,0,40000000.0,27500000.0,91.0,No sesame. All street.,0.6875,302197.8021978022,-0.296,0.577,0.423,0.0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,R,The Happytime Murders,412988,"In a world where human beings and puppets live together, when the members of the cast of a children's television show aired during the 1990s begin to get murdered one by one, puppet Phil Philips, a former LAPD detective who fell in disgrace and turned into a private eye, takes on the case at the request of his old boss in order to assist detective Edwards, who was his partner in the past.",success
The Hateful Eight,2015,13.0,85,1,0,0,0,44000000.0,155760117.0,188.0,No one comes up here without a damn good reason.,3.5400026590909093,828511.2606382979,-0.3287,0.466,0.358,0.176,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,R,The Hateful Eight,273248,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,success
The Haunted Mansion,2003,14.0,64,0,0,0,1,90000000.0,182290266.0,99.0,Check your pulse at the door... if you have one.,2.0254474,1841315.818181818,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,PG,The Haunted Mansion,10756,"Workaholic Jim Evers and his wife/business partner Sara get a call one night from  a mansion owner, Edward Gracey, who wants to sell his house. Once the Evers family arrive at the mansion, a torrential thunderstorm of mysterious origin strands them with the brooding, eccentric Gracey, his mysterious butler, and a variety of residents both seen and unseen.",success
The Haunting in Connecticut,2009,8.0,67,0,1,0,0,10000000.0,77578320.0,102.0,Some things cannot be explained.,7.757832,760571.7647058824,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,PG-13,The Haunting in Connecticut,18781,"When the Campbell family moves to upstate Connecticut, they soon learn that their charming Victorian home has a disturbing history: not only was the house a transformed funeral parlor where inconceivable acts occurred, but the owner's clairvoyant son Jonah served as a demonic messenger, providing a gateway for spiritual entities to crossover.",success
The Haunting in Connecticut 2: Ghosts of Georgia,2013,1.0,60,0,1,0,0,8000000.0,5127434.0,101.0,Based on a true story,0.64092925,50766.67326732673,0.4215,0.517,0.0,0.483,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,R,The Haunting in Connecticut 2: Ghosts of Georgia,150202,"A young family moves into a historic home in Georgia, only to learn they are not the house's only inhabitants. Soon they find themselves in the presence of a secret rising from underground and threatening to bring down anyone in its path.",success
The Heartbreak Kid,2007,9.0,66,1,0,0,0,60000000.0,128453183.0,116.0,He waited all his life to get married. Too bad he didn't wait another week.,2.140886383333333,1107355.0258620689,-0.5423,0.8,0.2,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R,The Heartbreak Kid,9038,"Eddie, the 40-year-old confirmed bachelor finally says ""I do"" to the beautiful and sexy Lila. But during their honeymoon in Mexico, the woman of his dreams turns out to be a total nightmare, and the guy who could never pull the trigger realizes he’s jumped the gun.",success
The Heiress,2021,3.0,46,0,0,1,0,2600000.0,2300000.0,115.0,A truly great motion picture.,0.8846153846153846,20000.0,0.7906,0.222,0.0,0.778,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,R,The Heiress,28571,"In 1840s New York, the uneventful and boring days of the daughter of a wealthy doctor come to an end when she meets a dashing poorer man — who may or may not be after her inheritance.",success
The Host,2006,53.0,76,0,1,0,0,11000000.0,88489643.0,120.0,Man has made his newest predator.,8.044513,737413.6916666667,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,R,The Host,1255,"A teenage girl is captured by a giant mutated squid-like creature that appears from Seoul's Han River after toxic waste was dumped in it, prompting her family into a frantic search for her.",success
The House Across the Bay,1940,0.0,47,0,0,1,0,713965.0,684374.0,88.0,THREE MEN IN LOVE WITH THE SAME WOMAN! EACH DETERMINED TO GET HER!,0.9585539907418432,7776.977272727273,0.8011,0.605,0.0,0.395,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,The House Across the Bay,37956,"Nightclub owner Steve Larwitt sees his empire of investments collapse as he faces tax evasion charges and attacks by rivals. Believing Steve will be safer in prison for one year, his wife, Brenda, testifies against him on advice from his lawyer, Slant Kolma, who is in love with her. After Steve receives 10 years in Alcatraz, Brenda moves to be near him and avoids advances of airplane builder Tim Nolan, who knows nothing about her past.",success
The House Bunny,2008,18.0,68,0,0,1,0,25000000.0,70442940.0,97.0,"For the girls of ZETA house college life was no party, until Shelley showed up.",2.8177176,726215.8762886598,0.128,0.726,0.123,0.151,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,The House Bunny,12620,"Shelley is living a carefree life until a rival gets her tossed out of the Playboy Mansion. With nowhere to go, fate delivers her to the sorority girls from Zeta Alpha Zeta. Unless they can sign a new pledge class, the seven socially clueless women will lose their house to the scheming girls of Phi Iota Mu. In order to accomplish their goal, they need Shelley to teach them the ways of makeup and men; at the same time, Shelley needs some of what the Zetas have - a sense of individuality. The combination leads all the girls to learn how to stop pretending and start being themselves.",success
The House That Jack Built,2018,18.0,73,0,1,0,0,9800000.0,5566776.0,152.0,If you feel like screaming... you definitely should.,0.5680383673469388,36623.52631578947,0.6369,0.536,0.0,0.464,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,R,The House That Jack Built,398173,"Failed architect, engineer and vicious murderer Jack narrates the details of some of his most elaborately orchestrated crimes, each of them a towering piece of art that defines his life's work as a serial killer for twelve years.",success
The Hustle,2019,25.0,67,0,1,0,0,21000000.0,97400000.0,94.0,They're giving dirty rotten men a run for their money.,4.638095238095239,1036170.2127659576,-0.5859,0.411,0.425,0.164,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,The Hustle,449562,"Two female scam artists, one low rent and the other high class, compete to swindle a naïve tech prodigy out of his fortune. A remake of the 1988 comedy ""Dirty Rotten Scoundrels.""",success
The Impossible,2012,97.0,79,1,0,0,0,45000000.0,198100000.0,113.0,Nothing is more powerful than the human spirit.,4.402222222222222,1753097.3451327437,-0.2141,0.585,0.249,0.166,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,PG-13,The Impossible,80278,"In December 2004, close-knit family Maria, Henry and their three sons begin their winter vacation in Thailand. But the day after Christmas, the idyllic holiday turns into an incomprehensible nightmare when a terrifying roar rises from the depths of the sea, followed by a wall of black water that devours everything in its path. Though Maria and her family face their darkest hour, unexpected displays of kindness and courage ameliorate their terror.",success
The In Crowd,2000,179.0,48,0,0,1,0,15000000.0,5280035.0,105.0,What would you do to get in?,0.3520023333333333,50286.04761904762,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,PG-13,The In Crowd,36047,"A mentally disturbed young woman takes a job at a posh country club and falls in with a clique of wealthy college kids where she's taken under the wing of the clique's twisted leader, who harbors some dark secrets too terrifying to tell.",success
The Incredibles,2004,42.0,86,0,0,0,1,92000000.0,631442092.0,115.0,Save the day.,6.863501,5490800.8,0.4939,0.385,0.0,0.615,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PG,The Incredibles,9806,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",success
The Indian in the Cupboard,1995,4.0,64,0,1,0,0,45000000.0,35700000.0,96.0,Adventure comes to life.,0.7933333333333333,371875.0,0.3182,0.566,0.0,0.434,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,PG,The Indian in the Cupboard,11359,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,success
The Informer,2019,1.0,70,0,0,1,0,60000000.0,2927708.0,109.0,Choose your enemies wisely,0.0487951333333333,26859.70642201835,-0.1027,0.25,0.4,0.35,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,R,The Informer,466081,"In New York, former convict Pete Koslow, related to the Polish mafia, must deal with both Klimek the General, his ruthless boss, and the twisted ambitions of two federal agents, as he tries to survive and protect the lives of his loved ones.",success
The Interpreter,2005,0.0,69,1,0,0,0,80000000.0,162944923.0,128.0,The truth needs no translation.,2.0368115375,1273007.2109375,0.0258,0.4,0.293,0.307,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,PG-13,The Interpreter,179,"After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate.",success
The Intouchables,2011,1.0,88,1,0,0,0,13000000.0,426590315.0,113.0,Sometimes you have to reach into someone else's world to find out what's missing in your own.,32.814639615384614,3775135.530973451,-0.2732,0.82,0.12,0.06,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PG,The Intouchables,77338,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,success
The Invisible Guest,2016,2.0,83,1,0,0,0,4000000.0,30000000.0,107.0,"Every story has two sides. The truth, only one.",7.5,280373.8317757009,0.3182,0.777,0.0,0.223,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,R,The Invisible Guest,411088,"Barcelona, Spain. Adrián Doria, a young and successful businessman accused of murder, meets one night with Virginia Goodman, an expert interrogation lawyer, in order to devise a defense strategy.",success
The Irishman,2019,49.0,98,1,0,0,0,159000000.0,968853.0,209.0,His story changed history.,0.0060934150943396,4635.660287081339,0.0,1.0,0.0,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,R,The Irishman,398978,"Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.",success
